parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,
b[5],0.034500037,0.073022404,0.031287515713364335,2.306921218117517,21.024628850939674,1.4498013239326357,0.003921715,0.03
b[6],0.022444668010844864,0.048085273978652344,0.025443096599715793,6.986516585772944,13.280428442883311,1.0976481339318493,0.011876922608127838,0.02
b[7],0.017174519608705342,0.040557255,0.020794178472452633,6.822793488,13.280428442883311,1.0748007887557165,0.011598596988196305,0.02
b[8],0.019267696443315916,0.046611288,0.020485290184360502,3.9581546996134302,12.870215694308735,1.2016922981372862,0.006728775,0.02
b[9],0.041277772,0.074907347,0.025371512191813474,4.079569589038133,20.849289422176838,1.1971161101738612,0.006935177,0.04
b[10],0.029328861232121247,0.075846374,0.035149047,3.8491935362852217,21.024628850939674,1.211780916,0.006543543,0.03
b[11],0.025494736651683173,0.065045991,0.02983733,3.9629015233234575,21.594274432379073,1.2016922981372862,0.006736844,0.03
sigma1,6.136357569544001,5.9690379465158605,1.229032820036533,8.803139571330695,12.804298063153908,1.3239083474421818,0.014965141227912093,6.14
sigma2,0.9566828604804607,0.381892908,0.13400159877390302,9.542188890632115,21.024628850939678,1.5872107680176533,0.016221508612311773,0.96
sigma3,1.2054416776592327,0.8155785207140245,0.3194098335484841,9.020094848104772,21.594274432379073,2.1217355598168472,0.015333960366897305,1.21
sigma4,6.222649845453909,8.839798131990802,1.7968837223102057,9.101609479077128,13.280428442883311,1.5116426824894293,0.015472533424243259,6.22
c1,-4.178872539,0.3572066036838207,0.28041526963868774,1.4754573067314478,21.024628850939674,2.0325001308239843,0.002508245,-4.18
c2,-0.597298714,0.075685735,0.020378463,14.226551130151806,21.024628850939674,1.366627781188061,0.024184820100114756,-0.60
c3,-0.213185911,0.19047796464722153,0.076567532,6.680746525590793,21.024628850939674,1.0622789443924334,0.011357120315228219,-0.21
